CHARGE 0.11230 1 H1
CHARGE -0.36620 2 CH3
CHARGE 0.11230 3 H2
CHARGE 0.11230 4 H3
CHARGE 0.597200 5 C
CHARGE -0.567900 6 O
CHARGE -0.415700 7 N
CHARGE 0.271900 8 H
CHARGE -0.415700 23 NZ
CHARGE 0.271900 24 HZ
CHARGE 0.597200 25 CH
CHARGE -0.567900 26 OH
CHARGE 0.597200 31 C
CHARGE -0.567900 32 O
CHARGE -0.415700 33 N
CHARGE 0.271900 34 H
CHARGE -0.14900 35 CH3
CHARGE 0.09760 36 HH31 
CHARGE 0.09760 37 HH32
CHARGE 0.09760 38 HH33
